CD_EMPRESA;ANO;DS_FINANCIAMENTO;VL_FINANCIAMENTO;CD_INDICE;TX_MULTIPLICADOR_INDICE;TX_ADICIONAL;CD_INDICE_2;TX_MULTIPLICADOR_INDICE_2;TX_ADICIONAL_2;CD_INDICE_FIM;TX_MULTIPLICADOR_INDICE_FIM;TX_ADICIONAL_FIM;;;;
9;2013;Debêntures (3ª emissão); 2.060.444 ;1;100;0,75;;;;;;;;;;
9;2013;Debêntures (4ª emissão); 1.322.900 ;1;100;0,68;;;;;;;;;;
9;2014;Financiamento - BNDES; 1.734.375 ;8;100;0;;;;8;100;9;;;;
9;2014;Financiamento - BNDES; 308.398 ;;;2,5;;;;;;8,7;;;;
9;2014;Financiamento - BNB; 122.058 ;;;10;;;;;;;;;;
9;2014;Debêntures (4ª emissão) - Série 2; 655.738 ;1;106,8;;;;;;;;;;;
9;2014;Debêntures (4ª emissão) - Série 3; 31.185 ;5;100;4;;;;;;;;;;
9;2014;Debêntures (1ª emissão) - Minas Comunica; 82.186 ;5;100;0,5;;;;;;;;;;
9;2014;Debêntures (3ª emissão); 2.071.258 ;1;100;0,75;;;;;;;;;;
9;2014;Debêntures (4ª emissão); 1.327.214 ;1;100;0,68;;;;;;;;;;
9;2014;Empréstimos - BEI; 716.963 ;;;4,18;;;;;;;;;;
9;2014;Financiamento - BNDES; 520.184 ;31;100;2,38;;;;;;;;;;
9;2015;Financiamento - BNDES; 2.409.498 ;8;100;0;;;;8;100;9;;;;
9;2015;Financiamento - BNDES; 404.642 ;;;2,5;;;;;;8,7;;;;
9;2015;Financiamento - BNDES; 30.722 ;5;100;2,95;;;;;;;;;;
9;2015;Financiamento - BNDES; 147.525 ;2;100;2,32;;;;;;;;;;
9;2015;Financiamento - BNB; 99.134 ;;;10;;;;;;;;;;
9;2015;Debêntures (4ª emissão) - Série 3; 33.464 ;5;100;4;;;;;;;;;;
9;2015;Debêntures (1ª emissão) - Minas Comunica; 91.608 ;5;100;0,5;;;;;;;;;;
9;2015;Debêntures (3ª emissão); 2.086.862 ;1;100;0,75;;;;;;;;;;
9;2015;Debêntures (4ª emissão); 1.332.780 ;1;100;0,68;;;;;;;;;;
9;2015;Financiamento - BNDES; 594.118 ;31;100;2,38;;;;;;;;;;
9;2015;Empréstimo - Resolução 4131; 1.087.850 ;;;2,05;;;;24;100;2;;;;
9;2016;BNDES FINEM; 930.844 ;8;100;0;;;;8;100;4,08;;;;
9;2016;BNDES FINEM; 663.247 ;8;100;0;;;;8;100;3,38;;;;
9;2016;BNDES FINEM; 42.657 ;;;5;;;;;;;;;;
9;2016;BNDES FINEM; 507.038 ;8;100;0;;;;8;100;3,12;;;;
9;2016;BNDES FINEM; 175.542 ;;;4;;;;;;6;;;;
9;2016;BNDES FINEM; 342.008 ;2;100;2,32;;;;;;;;;;
9;2016;BNDES PSI; 137.206 ;;;2,5;;;;;;5,5;;;;
9;2016;Financiamento - BNB; 42.290 ;;;7,06;;;;;;10;;;;
9;2016;Financiamento - Fornecedores; 722.591 ;1;108,4;;;;;;;;;;;
9;2016;Arrendamento Financeiro; 374.428 ;5;100;;10;100;;;;;;;;
9;2016;Contraprestação Contingente; 414.733 ;2;100;;;;;;;;;;;
9;2016;BNDES FINEM; 362.121 ;31;100;2,38;;;;;;;;;;
9;2016;Empréstimo - Resolução 4131; 925.743 ;24;100;2;;;;;;;;;;
9;2017;BNDES FINEM; 585.904 ;8;100;0;;;;;;4,08;;;;
9;2017;BNDES FINEM; 487.567 ;8;100;0;;;;;;3,38;;;;
9;2017;BNDES FINEM; 28.031 ;;;5;;;;;;;;;;
9;2017;BNDES FINEM; 515.431 ;8;100;0;;;;;;3,12;;;;
9;2017;BNDES FINEM; 169.153 ;;;4;;;;;;6;;;;
9;2017;BNDES FINEM; 376.378 ;2;100;2,32;;;;;;;;;;
9;2017;BNDES PSI; 44.818 ;;;2,5;;;;;;5,5;;;;
9;2017;Financiamento - BNB; 69.810 ;;;7,06;;;;;;10;;;;
9;2017;Financiamento - Fornecedores; 607.152 ;1;107,9;;1;100;;;;;;;;
9;2017;Debêntures (4ª emissão) - Série 3; 40.322 ;5;100;4;;;;;;;;;;
9;2017;Debêntures (1ª emissão) - Minas Comunica; 96.352 ;5;100;0,5;;;;;;;;;;
9;2017;Debêntures (4ª emissão); 1.317.513 ;1;100;0,68;;;;;;;;;;
9;2017;Debêntures (5ª emissão); 2.060.914 ;1;108,25;;;;;;;;;;;
9;2017;Debêntures (6ª emissão); 1.005.638 ;1;100;0,24;;;;;;;;;;
9;2017;Arrendamento Financeiro; 385.460 ;5;100;;11;100;;;;;;;;
9;2017;Contraprestação Contingente; 446.144 ;2;100;;;;;;;;;;;
9;2017;BNDES FINEM; 225.254 ;31;100;2,38;;;;;;;;;;
9;2018;BNDES FINEM; 214.012 ;8;100;0;;;;;;4,08;;;;
9;2018;BNDES FINEM; 306.211 ;8;100;0;;;;;;3,38;;;;
9;2018;BNDES FINEM; 13.403 ;;;5;;;;;;;;;;
9;2018;BNDES FINEM; 419.755 ;8;100;0;;;;;;3,12;;;;
9;2018;BNDES FINEM; 132.353 ;;;4;;;;;;6;;;;
9;2018;BNDES FINEM; 325.901 ;2;100;2,32;;;;;;;;;;
9;2018;BNDES PSI; 19.470 ;;;2,5;;;;;;5,5;;;;
9;2018;Financiamento - BNB; 54.850 ;;;7,06;;;;;;10;;;;
9;2018;Financiamento - Fornecedores; 524.244 ;1;107,9;;1;100;;;;;;;;
9;2018;Debêntures (4ª emissão) - Série 3; 41.121 ;5;100;4;;;;;;;;;;
9;2018;Debêntures (1ª emissão) - Minas Comunica; 78.749 ;5;100;0,5;;;;;;;;;;
9;2018;Debêntures (5ª emissão); 2.048.927 ;1;108,25;;;;;;;;;;;
9;2018;Debêntures (6ª emissão); 1.005.113 ;1;100;0,24;;;;;;;;;;
9;2018;Arrendamento Financeiro; 393.027 ;5;100;;11;100;;;;;;;;
9;2018;Contraprestação Contingente; 465.686 ;2;100;;;;;;;;;;;
9;2018;BNDES FINEM; 96.615 ;31;100;2,38;;;;;;;;;;
48;2013;Capital de giro - Bradesco; 605.975 ;1;110,7;;;;;;;;;;;
48;2013;Capital de giro - Safra; 1.188.488 ;1;100;0,85;;;;;;;;;;
48;2013;Capital de giro - Banco do Brasil; 1.072.565 ;1;110,5;;;;;;;;;;;
48;2013;Citibank; 54.993 ;24;100;1,45;;;;;;;;;;
48;2013;BNDES; 5.643 ;8;100;1,9;;;;;;;;;;
48;2013;BNDES; 2.018 ;8;100;3,5;;;1;;;;;;;
48;2013;BNDES; 2.420 ;8;100;1,9;;;1;;;;;;;
48;2013;BNDES; 16.933 ;8;100;2,5;;;;;;;;;;
48;2013;Debêntures - 3ª emissão; 416.856 ;1;100;1;;;;;;;;;;
48;2013;Debêntures - 1ª emissão 1a série - NCB; 200.080 ;1;100;0,72;;;;;;;;;;
48;2013;Debêntures - 1ª emissão 2a série - NCB; 200.080 ;1;100;0,72;;;;;;;;;;
48;2014;CDCI - Banco Bradesco; 527.000 ;1;108,5;;;;;;;;;;;
48;2014;CDCI - Banco Safra; 1.087.000 ;1;109,8;;;;;;;;;;;
48;2014;CDCI - Banco do Brasil; 1.262.000 ;1;108,5;;;;;;;;;;;
48;2014;3ª emissão da 1ª série - Via Varejo; 420.000 ;1;100;1;;;;;;;;;;
48;2014;1ª emissão da 2ª série - NCB; 200.000 ;1;100;0,72;;;;;;;;;;
48;2015;CDCI; 2.474.000 ;;;15,57;;;;;;;;;;
48;2015;Empréstimos em moeda estrangeira, líquidos dos contratos de swap ©; 584.000 ;1;100;;;;;;;;;;;
48;2016;CDCI (i); 3.002.000 ;;;15,11;;;;;;;;;;
48;2016;Empréstimos em moeda estrangeira (ii); 730.000 ;;;2,87;;;;;;;;;;
48;2016;Arrendamento mercantil financeiro; 102.000 ;;;11,34;;;;;;;;;;
48;2017;CDCI (i); 3.466.000 ;;;9,65;;;;;;;;;;
48;2017;Empréstimos em moeda estrangeira (ii); 266.000 ;;;2,87;;;;;;;;;;
48;2017;Empréstimos moeda nacional (ii); 317.000 ;;;9,29;;;;;;;;;;
48;2017;Arrendamento mercantil financeiro; 95.000 ;;;11,34;;;;;;;;;;
48;2018;CDCI (i); 3.400.000 ;;;7,78;;;;;;;;;;
48;2018;Notas promissórias (ii); 502.000 ;;;7,1;;;;;;;;;;
48;2018;Empréstimos em moeda estrangeira (iii); 395.000 ;;;3,92;;;;;;;;;;
48;2018;Instrumentos financeiros - hedge de valor justo passivo; 6.000 ;;;6,29;;;;;;;;;;
48;2018;Arrendamento mercantil financeiro; 74.000 ;;;11,53;;;;;;;;;;
47;2013;Capital de giro; 421.564 ;;;8,1;;;;;;;;;;
47;2013;Financiamento de investimento e outros; 42.432 ;;;10,22;;;;;;;;;;
47;2013;Capital de giro (USD); 514.417 ;;;2,06;;;;;;;;;;
47;2013;Capital de giro (EUR); 76.577 ;;;2,55;;;;;;;;;;
47;2013;Capital de giro (CLP); 10.164 ;;;3,85;;;;;;;;;;
47;2013;Capital de giro (COP); 91.435 ;;;6,87;;;;;;;;;;
47;2013;Capital de giro (ARS); 7.799 ;;;15,1;;;;;;;;;;
47;2013;Capital de giro (MXN); 26.743 ;;;5,66;;;;;;;;;;
47;2013;Financiamento de imobilizado e outros (USD); 4.920 ;;;3,56;;;;;;;;;;
47;2013;Financiamento de imobilizado e outros (INR); 125.209 ;;;10,63;;;;;;;;;;
47;2013;Financiamento de imobilizado e outros (MXN); 46.154 ;;;5,66;;;;;;;;;;
47;2013;Capital de giro; 111.592 ;;;4,79;;;;;;;;;;
47;2013;Financiamento de imobilizado; 1.800.819 ;;;7,8;;;;;;;;;;
47;2013;Financiamento de investimento; 627.350 ;;;10,26;;;;;;;;;;
47;2013;Capital de giro (USD); 334.290 ;;;1,85;;;;;;;;;;
47;2013;Capital de giro (EUR); 40.331 ;;;2,55;;;;;;;;;;
47;2013;Capital de giro (COP); 286.545 ;;;6,84;;;;;;;;;;
47;2013;Capital de giro (ARS); 14.271 ;;;15,1;;;;;;;;;;
47;2013;Capital de giro (INR); 10.924 ;;;10,63;;;;;;;;;;
47;2013;Ten Years Bonds (USD); 10.844.032 ;;;6,44;;;;;;;;;;
47;2013;Financiamento de investimento (USD); 160.216 ;;;4,75;;;;;;;;;;
47;2013;Financiamento de imobilizado e outros (INR); 98.897 ;;;10,63;;;;;;;;;;
47;2013;Financiamento de imobilizado e outros (USD); 561.947 ;;;4,18;;;;;;;;;;
47;2013;Financiamento de imobilizado e outros (MXN); 33.652 ;;;5,66;;;;;;;;;;
47;2013;Debêntures - 3ª emissão - A e B; 87.834 ;;;8,23;;;;;;;;;;
47;2013;Debêntures - 7ª emissão; 101.859 ;;;8,23;;;;;;;;;;
47;2013;Debêntures - 8ª emissão; 130.921 ;;;8,23;;;;;;;;;;
47;2013;Debêntures - 9ª emissão; 27.584 ;;;8,23;;;;;;;;;;
47;2013;Debêntures - 11ª emissão - A e B; 66.297 ;;;8,23;;;;;;;;;;
47;2014;Capital de giro; 4.062.435 ;;;10,47;;;;;;;;;;
47;2014;Financiamento de imobilizado e outros; 4.037.117 ;;;8,54;;;;;;;;;;
47;2014;Ten/Thirty Years Bonds; 13.059.526 ;;;6,21;;;;;;;;;;
47;2014;Debêntures - 3ª emissão - A e B; 81.834 ;;;10,81;;;;;;;;;;
47;2014;Debêntures - 7ª emissão; 51.787 ;;;10,81;;;;;;;;;;
47;2014;Debêntures - 8ª emissão; 107.144 ;;;10,81;;;;;;;;;;
47;2014;Debêntures - 9ª emissão; 14.154 ;;;10,81;;;;;;;;;;
47;2014;Debêntures - 11ª emissão - A e B; 55.863 ;;;10,81;;;;;;;;;;
47;2014;Debêntures - 14ª emissão; 23.372 ;;;10,81;;;;;;;;;;
47;2015;Capital de giro; 3.814.454 ;;;10,47;;;;;;;;;;
47;2015;Financiamento de imobilizado e outros; 5.405.696 ;;;8,54;;;;;;;;;;
47;2015;Ten/Thirty Years Bonds; 18.403.132 ;;;6,21;;;;;;;;;;
47;2015;Debêntures - 3ª emissão - A e B; 64.184 ;;;13,24;;;;;;;;;;
47;2015;Debêntures - 7ª emissão; 43.928 ;;;13,24;;;;;;;;;;
47;2015;Debêntures - 8ª emissão; 75.061 ;;;13,24;;;;;;;;;;
47;2015;Debêntures - 9ª emissão; 13.888 ;;;13,24;;;;;;;;;;
47;2015;Debêntures - 11ª emissão - A e B; 49.801 ;;;13,24;;;;;;;;;;
47;2016;Capital de giro; 3.468.490 ;;;7,36;;;;;;;;;;
47;2016;Financiamento de imobilizado e outros; 3.371.024 ;;;8,3;;;;;;;;;;
47;2016;Ten/Thirty Years Bonds; 14.093.460 ;;;5,84;;;;;;;;;;
47;2016;Debêntures - 3ª emissão - A e B; 44.292 ;;;14;;;;;;;;;;
47;2016;Debêntures - 7ª emissão; 35.942 ;;;14;;;;;;;;;;
47;2016;Debêntures - 8ª emissão; 57.191 ;;;14;;;;;;;;;;
47;2016;Debêntures - 9ª emissão; 10.731 ;;;14;;;;;;;;;;
47;2016;Debêntures - 11ª emissão - A e B; 17.267 ;;;14;;;;;;;;;;
47;2016;Debêntures - 5ª emissão; 298.313 ;;;14;;;;;;;;;;
47;2017;Capital de giro; 2.739.258 ;;;7,36;;;;;;;;;;
47;2017;Financiamento de imobilizado e outros; 2.562.493 ;;;8,3;;;;;;;;;;
47;2017;Ten/Thirty Years Bonds; 11.614.182 ;;;5,84;;;;;;;;;;
47;2017;Debêntures - 3ª emissão - A e B; 21.377 ;;;9,93;;;;;;;;;;
47;2017;Debêntures - 7ª emissão; 1.333 ;;;9,93;;;;;;;;;;
47;2017;Debêntures - 8ª emissão; 14.557 ;;;9,93;;;;;;;;;;
47;2017;Debêntures - 9ª emissão; 4.900 ;;;9,93;;;;;;;;;;
47;2017;Debêntures - 11ª emissão - A e B; 5.761 ;;;9,93;;;;;;;;;;
47;2017;Debêntures - 5ª emissão; 253.370 ;;;9,93;;;;;;;;;;
47;2018;Capital de giro; 2.424.246 ;;;6,78;;;;;;;;;;
47;2018;Financiamento de imobilizado e outros; 1.603.972 ;;;12,42;;;;;;;;;;
47;2018;Ten/Thirty Years Bonds; 9.738.314 ;;;5,81;;;;;;;;;;
47;2018;Debêntures - 3ª emissão - A e B; 18.871 ;;;6,42;;;;;;;;;;
47;2018;Debêntures - 7ª emissão; 1.102 ;;;6,42;;;;;;;;;;
47;2018;Debêntures - 8ª emissão; 8.080 ;;;6,42;;;;;;;;;;
47;2018;Debêntures - 9ª emissão; 2.349 ;;;6,42;;;;;;;;;;
47;2018;Debêntures - 11ª emissão - A e B; 5.716 ;;;6,42;;;;;;;;;;
47;2018;Debêntures - 15ª emissão; 1.502.755 ;;;6,42;;;;;;;;;;
47;2018;Debêntures - 5ª emissão; 250.159 ;;;6,42;;;;;;;;;;
11;2013;BNDES - FINAME (Empreendimentos); 266 ;8;100;3,7;;;;;;;;;;
11;2013;BNDES - FINEM (Empreendimentos); 16.298 ;8;100;2,76;;;;;;;;;;
11;2013;BNDES - FINEM (Empreendimentos); 17.734 ;5;100;7,51;;;1,46;;;;;;;
11;2013;BNDES - FINEM (Máquinas e equipamentos); 816 ;8;100;2,07;;;;;;;;;;
11;2013;BNDES - Subcrédito (Empreendimentos); 106.168 ;8;100;3,04;;;;;;;;;;
11;2013;BNDES - Subcrédito (Empreendimentos); 33.552 ;2;100;2,37;;;;;;;;;;
11;2013;BNDES - Subcrédito (Máquinas, equipamentos e veículos); 11.568 ;;;3,18;;;;;;;;;;
11;2013;BNDES - Subcrédito (Máquinas, equipamentos e veículos); 2.524 ;8;100;1,79;;;;;;;;;;
11;2013;BNDES - Subcrédito (capital de giro); 4.017 ;8;100;4,15;;;;;;;;;;
11;2013;BNDES - Subcrédito (capital de giro); 51.882 ;2;100;3,07;;;;;;;;;;
11;2014;BNDES - FINEM (Empreendimentos); 4.338 ;8;100;2,8;;;;;;;;;;
11;2014;BNDES - FINEM (Empreendimentos); 9.687 ;5;100;7,54;;;1,3;;;;;;;
11;2014;BNDES - FINEM (Máquinas e equipamentos); 172 ;8;100;2,3;;;;;;;;;;
11;2014;BNDES - Subcrédito (Empreendimentos); 136.673 ;8;100;3,01;;;;;;;;;;
11;2014;BNDES - Subcrédito (Empreendimentos); 47.262 ;2;100;2,86;;;;;;;;;;
11;2014;BNDES - Subcrédito (Máquinas, equipamentos e veículos); 14.299 ;;;3,19;;;;;;;;;;
11;2014;BNDES - Subcrédito (Máquinas, equipamentos e veículos); 1.659 ;8;100;1,79;;;;;;;;;;
11;2014;BNDES - Subcrédito (Máquinas, equipamentos e veículos); 2.168 ;;;6;;;;;;;;;;
11;2014;BNDES - Subcrédito (capital de giro); 1.722 ;8;100;4,15;;;;;;;;;;
11;2014;BNDES - Subcrédito (capital de giro); 63.257 ;2;100;3,32;;;;;;;;;;
11;2015;BNDES - FINEM (Empreendimentos); 3.565 ;5;100;7,5;;;1,3;;;;;;;
11;2015;BNDES - Subcrédito (Empreendimentos); 138.488 ;8;100;3,32;;;;;;;;;;
11;2015;BNDES - Subcrédito (Empreendimentos); 66.169 ;2;100;2,69;;;;;;;;;;
11;2015;BNDES - Subcrédito (Máquinas, equipamentos e veículos); 9.072 ;;;3,01;;;;;;;;;;
11;2015;BNDES - Subcrédito (Máquinas, equipamentos e veículos); 797 ;8;100;1,79;;;;;;;;;;
11;2015;BNDES - Subcrédito (Máquinas, equipamentos e veículos); 8.653 ;;;8,36;;;;;;;;;;
11;2015;BNDES - Subcrédito (capital de giro); 60.449 ;2;100;3,1;;;;;;;;;;
11;2015;BNDES - Subcrédito (projeto social); 565 ;8;100;;;;;;;;;;;
11;2015;BNDES - Subcrédito (Desenv. marca própria); 805 ;8;100;1,67;;;;;;;;;;
11;2015;BNDES - Subcrédito (Aquisição de software nacional); 1.122 ;8;100;1,79;;;;;;;;;;
11;2016;BNDES - Subcrédito (Empreendimentos); 163.895 ;8;100;2,75;;;;;;;;;;
11;2016;BNDES - Subcrédito (Empreendimentos); 128.350 ;2;100;2,5;;;;;;;;;;
11;2016;BNDES - Subcrédito (Máquinas, equipamentos e veículos); 4.658 ;;;3,1;;;;;;;;;;
11;2016;BNDES - Subcrédito (Máquinas, equipamentos e veículos); 12.456 ;8;100;2,02;;;;;;;;;;
11;2016;BNDES - Subcrédito (Máquinas, equipamentos e veículos); 8.087 ;;;8,62;;;;;;;;;;
11;2016;BNDES - Subcrédito (capital de giro); 92.135 ;2;100;2,7;;;;;;;;;;
11;2017;BNDES - Subcrédito (Empreendimentos); 109.387 ;8;100;2,23;;;;;;;;;;
11;2017;BNDES - Subcrédito (Empreendimentos); 115.633 ;5;100;2,34;;;;;;;;;;
11;2017;BNDES - Subcrédito (Máquinas, equipamentos e veículos); 914 ;;;3,52;;;;;;;;;;
11;2017;BNDES - Subcrédito (Máquinas, equipamentos e veículos); 16.690 ;8;100;2,02;;;;;;;;;;
11;2017;BNDES - Subcrédito (Máquinas, equipamentos e veículos); 4.301 ;;;9,54;;;;;;;;;;
11;2017;BNDES - Subcrédito (Máquinas, equipamentos e veículos); 71 ;2;100;2,42;;;;;;;;;;
11;2017;BNDES - Subcrédito (capital de giro); 58.359 ;2;100;2,37;;;;;;;;;;
11;2017;1ª Emissão de debêntures; 303.156 ;1;104,75;;;;;;;;;;;
11;2018;BNDES - Subcrédito (Empreendimentos); 69.459 ;8;100;2,12;;;;;;;;;;
11;2018;BNDES - Subcrédito (Empreendimentos); 82.348 ;2;100;2,35;;;;;;;;;;
11;2018;BNDES - Subcrédito (Máquinas, equipamentos e veículos); 11.821 ;8;100;2,02;;;;;;;;;;
11;2018;BNDES - Subcrédito (Máquinas, equipamentos e veículos); 2.596 ;;;9,54;;;;;;;;;;
11;2018;BNDES - Subcrédito (Máquinas, equipamentos e veículos); 53 ;2;100;2,42;;;;;;;;;;
11;2018;BNDES - Subcrédito (capital de giro); 17.703 ;2;100;2,42;;;;;;;;;;
11;2018;1ª Emissão de debêntures; 235.424 ;1;104,75;;;;;;;;;;;
11;2018;2ª Emissão de debêntures; 404.787 ;1;104,5;;;;;;;;;;;
12;2018;2ª Emissão de debêntures; 27.735 ;;;11,33;;;;;;;;;;
12;2014;Leasing; 28 ;;;13,56;;;;;;;;;;
12;2018;4ª Emissão de debêntures; 56.645 ;;;7,45;;;;;;;;;;
12;2016;2ª Emissão de debêntures; 60.533 ;5;100;8,04;;;;;;;;;;
12;2018;6ª Emissão de debêntures; 67.653 ;;;7,27;;;;;;;;;;
12;2018;2ª Emissão de debêntures; 69.175 ;;;12,41;;;;;;;;;;
12;2017;2ª Emissão de debêntures; 90.472 ;1;100;8,04;;;;;;;;;;
12;2016;3ª Emissão de debêntures; 101.105 ;5;100;6,87;;;;;;;;;;
12;2017;3ª Emissão de debêntures; 101.105 ;1;100;6,87;;;;;;;;;;
12;2017;1ª Emissão de debêntures; 104.932 ;1;100;9;;;;;;;;;;
12;2016;1ª Emissão de debêntures; 104.996 ;5;100;9;;;;;;;;;;
12;2017;2ª Emissão de debêntures; 105.000 ;1;100;5,77;;;;;;;;;;
12;2018;2ª Emissão de debêntures; 105.000 ;1;100;5,77;;;;;;;;;;
12;2018;3ª Emissão de debêntures; 108.005 ;;;11,19;;;;;;;;;;
12;2018;1ª Emissão de debêntures; 109.155 ;;;13,41;;;;;;;;;;
12;2017;6ª Emissão de debêntures; 135.527 ;;;11,24;;;;;;;;;;
12;2018;4ª Emissão de debêntures; 179.498 ;;;9,44;;;;;;;;;;
12;2018;1ª Emissão de debêntures; 192.944 ;1;114,6;;;;;;;;;;;
12;2016;3ª Emissão de debêntures; 199.407 ;5;100;6,7;;;;;;;;;;
12;2017;3ª Emissão de debêntures; 199.407 ;1;100;6,7;;;;;;;;;;
12;2014;6ª emissão de debêntures; 200.000 ;;;10,8;;;;;;;;;;
12;2015;6ª emissão de debêntures; 200.000 ;;;15,27;;;;;;;;;;
12;2016;6ª Emissão de debêntures; 205.672 ;;;15,85;;;;;;;;;;
12;2018;3ª Emissão de debêntures; 213.009 ;;;11,02;;;;;;;;;;
12;2013;LEASINGS; 246 ;;;10,59;;;;;;;;;;
12;2016;7ª Emissão de debêntures; 263.629 ;;;11,79;;;;;;;;;;
12;2015;FINAME; 274 ;;;11,32;;;;;;;;;;
12;2013;4ª emissão de debêntures; 280.000 ;;;10,91;;;;;;;;;;
12;2014;4ª emissão de debêntures; 280.000 ;;;11,91;;;;;;;;;;
12;2015;4ª emissão de debêntures; 280.000 ;;;16;;;;;;;;;;
12;2017;7ª Emissão de debêntures; 281.804 ;;;11,79;;;;;;;;;;
12;2018;7ª Emissão de debêntures; 292.589 ;;;7,99;;;;;;;;;;
12;2017;4ª Emissão de debêntures; 292.966 ;;;12,8;;;;;;;;;;
12;2018;1ª Emissão de debêntures; 400.324 ;1;109,75;;;;;;;;;;;
12;2018;1ª Emissão de debêntures; 400.324 ;1;109,75;;;;;;;;;;;
12;2018;3ª Emissão de debêntures; 456.202 ;1;100;1,3;;;;;;;;;;
12;2018;5ª Emissão de debêntures; 462.987 ;;;7,78;;;;;;;;;;
12;2016;4ª Emissão de debêntures; 500.589 ;;;15,98;;;;;;;;;;
12;2017;4ª Emissão de debêntures; 501.382 ;;;11,51;;;;;;;;;;
12;2017;8ª Emissão de debêntures; 507.917 ;;;10,62;;;;;;;;;;
12;2018;8ª Emissão de debêntures; 509.436 ;;;6,87;;;;;;;;;;
12;2018;5ª Emissão de debêntures; 549.996 ;;;7,56;;;;;;;;;;
12;2018;Votorantim; 579 ;;;4,5;;;;;;;;;;
12;2017;2ª Emissão de debêntures; 695.000 ;1;100;1,6;;;;;;;;;;
12;2018;2ª Emissão de debêntures; 811.548 ;1;100;1,6;;;;;;;;;;
12;2018;Finep; 806 ;;;4;;;;;;;;;;
12;2017;Votorantim; 1.053 ;;;4,5;;;;;;;;;;
12;2014;FINAME; 1.106 ;;;9,35;;;;;;;;;;
12;2016;Votorantim; 1.524 ;;;4,5;;;;;;;;;;
12;2018;IBM; 1.665 ;;;7,19;;;;;;;;;;
12;2017;Guanabara; 1.694 ;;;11,43;;;;;;;;;;
12;2015;VOTORANTIM; 1.997 ;;;4,5;;;;;;;;;;
12;2014;IBM; 2.432 ;;;0;;;;;;;;;;
12;2014;VOTORANTIM; 2.469 ;;;5;;;;;;;;;;
12;2017;Finep; 2.528 ;;;4;;;;;;;;;;
12;2018;Banco do Brasil; 3.103 ;;;4,5;;;;;;;;;;
12;2016;Finep; 3.651 ;;;4;;;;;;;;;;
12;2016;Guanabara; 3.735 ;;;14;;;;;;;;;;
12;2015;FINEP; 4.775 ;;;13,5;;;;;;;;;;
12;2015;GUANABARA; 5.774 ;;;14,79;;;;;;;;;;
12;2014;FINEP; 5.898 ;;;4;;;;;;;;;;
12;2013;FINEP; 7.022 ;;;4;;;;;;;;;;
12;2014;GUANABARA; 7.799 ;;;12,12;;;;;;;;;;
12;2014;GIRO IBM; 9.484 ;;;11,75;;;;;;;;;;
12;2014;GIRO IBM; 9.487 ;;;10,62;;;;;;;;;;
12;2015;IFC; 11.082 ;;;4,5;;;;;;;;;;
12;2018;Morgan; 13.032 ;;;5,27;;;;;;;;;;
12;2017;IBM; 13.778 ;;;11,32;;;;;;;;;;
12;2013;FINAME; 16.161 ;;;5,13;;;;;;;;;;
12;2014;CAIXA; 20.980 ;;;6;;;;;;;;;;
12;2014;IBM; 22.900 ;;;10,73;;;;;;;;;;
12;2017;Sudene; 30.713 ;;;7;;;;;;;;;;
12;2014;IFC; 32.837 ;;;0;;;;;;;;;;
12;2016;Sudene; 37.529 ;;;7;;;;;;;;;;
12;2016;IBM; 39.359 ;;;15,17;;;;;;;;;;
12;2015;Sudene; 41.834 ;;;7;;;;;;;;;;
12;2013;IFC; 54.272 ;;;8,24;;;;;;;;;;
12;2013;Tesouro nacional; 55.320 ;;;5,04;;;;;;;;;;
12;2015;IBM; 55.892 ;;;14,08;;;;;;;;;;
12;2017;BNB; 57.768 ;;;8,5;;;;;;;;;;
12;2017;Caixa; 57.938 ;;;6;;;;;;;;;;
12;2014;Tesouro Nacional; 60.976 ;;;5,55;;;;;;;;;;
12;2016;Caixa; 61.453 ;;;6;;;;;;;;;;
12;2015;CAIXA; 62.131 ;;;8,55;;;;;;;;;;
12;2014;Eletrobrás; 67.303 ;;;6,89;;;;;;;;;;
12;2016;Tesouro Nacional; 72.568 ;;;2,66;;;;;;;;;;
12;2017;Tesouro Nacional; 73.686 ;;;4,73;;;;;;;;;;
12;2016;BNB; 76.011 ;;;8,5;;;;;;;;;;
12;2015;Tesouro Nacional; 93.292 ;;;4,85;;;;;;;;;;
12;2014;CCBI CITIBANK (b); 96.561 ;;;2,37;;;;;;;;;;
12;2015;BNB; 100.607 ;;;8,5;;;;;;;;;;
12;2014;OPERAÇÃO SANTANDER 4131; 108.658 ;;;3;;;;;;;;;;
12;2014;OPERAÇÃO ITAÚ 4131; 108.761 ;;;3;;;;;;;;;;
12;2016;CCBI Itaú; 114.169 ;;;1,99;;;;;;;;;;
12;2014;GIRO NPS ITAÚ; 120.685 ;;;11,58;;;;;;;;;;
12;2018;Caixa; 127.426 ;;;6,32;;;;;;;;;;
12;2016;Operação Santander; 133.355 ;;;3;;;;;;;;;;
12;2016;Operação Itaú; 133.448 ;;;3;;;;;;;;;;
12;2014;BNB; 136.405 ;;;9;;;;;;;;;;
12;2013;CRÉDITO RJ – BID; 149.750 ;;;5,28;;;;;;;;;;
12;2015;Santander; 151.100 ;;;3,3;;;;;;;;;;
12;2015;Operação Santander; 159.776 ;;;3;;;;;;;;;;
12;2015;Operação Itaú; 159.887 ;;;3;;;;;;;;;;
12;2013;BNB; 173.170 ;;;8,5;;;;;;;;;;
